Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,9.040000,9.040000,9.040000,9.040000,8.057266,0
2022-09-13,8.910000,8.910000,8.910000,8.910000,7.941399,0
2022-09-14,8.890000,8.890000,8.890000,8.890000,7.923575,0
2022-09-15,8.850000,8.850000,8.850000,8.850000,7.887922,0
2022-09-16,8.810000,8.810000,8.810000,8.810000,7.852271,0
2022-09-19,8.810000,8.810000,8.810000,8.810000,7.852271,0
2022-09-20,8.740000,8.740000,8.740000,8.740000,7.789879,0
2022-09-21,8.710000,8.710000,8.710000,8.710000,7.763140,0
2022-09-22,8.640000,8.640000,8.640000,8.640000,7.700751,0
2022-09-23,8.550000,8.550000,8.550000,8.550000,7.620533,0
2022-09-26,8.460000,8.460000,8.460000,8.460000,7.540318,0
2022-09-27,8.430000,8.430000,8.430000,8.430000,7.513579,0
2022-09-28,8.490000,8.490000,8.490000,8.490000,7.567057,0
2022-09-29,8.430000,8.430000,8.430000,8.430000,7.513579,0
2022-09-30,8.330000,8.330000,8.330000,8.330000,7.424451,0
2022-10-03,8.410000,8.410000,8.410000,8.410000,7.495754,0
2022-10-04,8.530000,8.530000,8.530000,8.530000,7.602710,0
2022-10-05,8.510000,8.510000,8.510000,8.510000,7.584884,0
2022-10-06,8.480000,8.480000,8.480000,8.480000,7.558144,0
2022-10-07,8.420000,8.420000,8.420000,8.420000,7.504666,0
2022-10-11,8.350000,8.350000,8.350000,8.350000,7.442276,0
2022-10-12,8.330000,8.330000,8.330000,8.330000,7.424451,0
2022-10-13,8.360000,8.360000,8.360000,8.360000,7.451189,0
2022-10-14,8.330000,8.330000,8.330000,8.330000,7.424451,0
2022-10-17,8.380000,8.380000,8.380000,8.380000,7.469015,0
2022-10-18,8.410000,8.410000,8.410000,8.410000,7.495754,0
2022-10-19,8.360000,8.360000,8.360000,8.360000,7.451189,0
2022-10-20,8.330000,8.330000,8.330000,8.330000,7.424451,0
2022-10-21,8.350000,8.350000,8.350000,8.350000,7.442276,0
2022-10-24,8.380000,8.380000,8.380000,8.380000,7.469015,0
2022-10-25,8.440000,8.440000,8.440000,8.440000,7.522495,0
2022-10-26,8.470000,8.470000,8.470000,8.470000,7.549232,0
2022-10-27,8.490000,8.490000,8.490000,8.490000,7.567057,0
2022-10-28,8.530000,8.530000,8.530000,8.530000,7.602710,0
2022-10-31,8.450000,8.450000,8.450000,8.450000,7.531405,0
2022-11-01,null,null,null,null,null,null
2022-11-02,8.420000,8.420000,8.420000,8.420000,7.504666,0
2022-11-03,8.360000,8.360000,8.360000,8.360000,7.451189,0
2022-11-04,8.400000,8.400000,8.400000,8.400000,7.486841,0
2022-11-07,8.420000,8.420000,8.420000,8.420000,7.504666,0
2022-11-08,8.440000,8.440000,8.440000,8.440000,7.522495,0
2022-11-09,8.410000,8.410000,8.410000,8.410000,7.495754,0
2022-11-10,8.580000,8.580000,8.580000,8.580000,7.647274,0
2022-11-11,8.580000,8.580000,8.580000,8.580000,7.647274,0
2022-11-14,8.580000,8.580000,8.580000,8.580000,7.647274,0
2022-11-15,8.620000,8.620000,8.620000,8.620000,7.682925,0
2022-11-16,8.630000,8.630000,8.630000,8.630000,7.691838,0
2022-11-17,8.600000,8.600000,8.600000,8.600000,7.665099,0
2022-11-18,8.610000,8.610000,8.610000,8.610000,7.674012,0
2022-11-21,8.600000,8.600000,8.600000,8.600000,7.665099,0
2022-11-22,8.650000,8.650000,8.650000,8.650000,7.709662,0
2022-11-23,8.680000,8.680000,8.680000,8.680000,7.736402,0
2022-11-24,null,null,null,null,null,null
2022-11-25,8.700000,8.700000,8.700000,8.700000,7.754229,0
2022-11-28,8.660000,8.660000,8.660000,8.660000,7.718575,0
2022-11-29,8.660000,8.660000,8.660000,8.660000,7.718575,0
2022-11-30,8.670000,8.670000,8.670000,8.670000,7.727488,0
2022-12-01,8.720000,8.720000,8.720000,8.720000,7.772054,0
2022-12-02,8.720000,8.720000,8.720000,8.720000,7.772054,0
2022-12-05,8.670000,8.670000,8.670000,8.670000,7.727488,0
2022-12-06,8.650000,8.650000,8.650000,8.650000,7.709662,0
2022-12-07,8.650000,8.650000,8.650000,8.650000,7.709662,0
2022-12-08,8.660000,8.660000,8.660000,8.660000,7.718575,0
2022-12-09,8.640000,8.640000,8.640000,8.640000,7.700751,0
2022-12-12,8.660000,8.660000,8.660000,8.660000,7.718575,0
2022-12-13,8.700000,8.700000,8.700000,8.700000,7.754229,0
2022-12-14,8.700000,8.700000,8.700000,8.700000,7.754229,0
2022-12-15,8.640000,8.640000,8.640000,8.640000,7.700751,0
2022-12-16,8.600000,8.600000,8.600000,8.600000,7.665099,0
2022-12-19,8.560000,8.560000,8.560000,8.560000,7.629449,0
2022-12-20,8.540000,8.540000,8.540000,8.540000,7.611621,0
2022-12-21,8.590000,8.590000,8.590000,8.590000,7.656187,0
2022-12-22,8.570000,8.570000,8.570000,8.570000,7.638360,0
2022-12-23,8.570000,8.570000,8.570000,8.570000,7.638360,0
2022-12-28,8.510000,8.510000,8.510000,8.510000,7.584884,0
2022-12-29,8.550000,8.550000,8.550000,8.550000,7.620533,0
2022-12-30,8.460000,8.460000,8.460000,8.460000,7.540318,0
2023-01-03,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-01-04,8.540000,8.540000,8.540000,8.540000,7.611621,0
2023-01-05,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-01-06,8.600000,8.600000,8.600000,8.600000,7.665099,0
2023-01-09,8.620000,8.620000,8.620000,8.620000,7.682925,0
2023-01-10,8.620000,8.620000,8.620000,8.620000,7.682925,0
2023-01-11,8.670000,8.670000,8.670000,8.670000,7.727488,0
2023-01-12,8.710000,8.710000,8.710000,8.710000,7.763140,0
2023-01-13,8.720000,8.720000,8.720000,8.720000,7.772054,0
2023-01-16,null,null,null,null,null,null
2023-01-17,8.730000,8.730000,8.730000,8.730000,7.780967,0
2023-01-18,8.740000,8.740000,8.740000,8.740000,7.789879,0
2023-01-19,8.710000,8.710000,8.710000,8.710000,7.763140,0
2023-01-20,8.740000,8.740000,8.740000,8.740000,7.789879,0
2023-01-23,8.770000,8.770000,8.770000,8.770000,7.816618,0
2023-01-24,8.770000,8.770000,8.770000,8.770000,7.816618,0
2023-01-25,8.770000,8.770000,8.770000,8.770000,7.816618,0
2023-01-26,8.800000,8.800000,8.800000,8.800000,7.843357,0
2023-01-27,8.800000,8.800000,8.800000,8.800000,7.843357,0
2023-01-30,8.770000,8.770000,8.770000,8.770000,7.816618,0
2023-01-31,8.740000,8.740000,8.740000,8.740000,7.789879,0
2023-02-01,8.780000,8.780000,8.780000,8.780000,7.825531,0
2023-02-02,8.820000,8.820000,8.820000,8.820000,7.861182,0
2023-02-03,8.780000,8.780000,8.780000,8.780000,7.825531,0
2023-02-06,8.730000,8.730000,8.730000,8.730000,7.780967,0
2023-02-07,8.750000,8.750000,8.750000,8.750000,7.798794,0
2023-02-08,8.740000,8.740000,8.740000,8.740000,7.789879,0
2023-02-09,8.720000,8.720000,8.720000,8.720000,7.772054,0
2023-02-10,8.690000,8.690000,8.690000,8.690000,7.745316,0
2023-02-13,8.720000,8.720000,8.720000,8.720000,7.772054,0
2023-02-14,8.720000,8.720000,8.720000,8.720000,7.772054,0
2023-02-15,8.720000,8.720000,8.720000,8.720000,7.772054,0
2023-02-16,8.690000,8.690000,8.690000,8.690000,7.745316,0
2023-02-17,8.670000,8.670000,8.670000,8.670000,7.727488,0
2023-02-21,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-02-22,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-02-23,8.610000,8.610000,8.610000,8.610000,7.674012,0
2023-02-24,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-02-27,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-02-28,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-03-01,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-03-02,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-03-03,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-03-06,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-03-07,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-03-08,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-03-09,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-03-10,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-03-13,8.410000,8.410000,8.410000,8.410000,7.495754,0
2023-03-14,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-03-15,8.380000,8.380000,8.380000,8.380000,7.469015,0
2023-03-16,null,null,null,null,null,null
2023-03-17,8.390000,8.390000,8.390000,8.390000,7.477928,0
2023-03-20,8.390000,8.390000,8.390000,8.390000,7.477928,0
2023-03-21,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-03-22,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-03-23,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-03-24,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-03-27,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-03-28,8.410000,8.410000,8.410000,8.410000,7.495754,0
2023-03-29,8.460000,8.460000,8.460000,8.460000,7.540318,0
2023-03-30,null,null,null,null,null,null
2023-03-31,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-04-03,8.540000,8.540000,8.540000,8.540000,7.611621,0
2023-04-04,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-04-05,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-04-06,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-04-10,null,null,null,null,null,null
2023-04-11,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-04-12,8.540000,8.540000,8.540000,8.540000,7.611621,0
2023-04-13,8.570000,8.570000,8.570000,8.570000,7.638360,0
2023-04-14,8.570000,8.570000,8.570000,8.570000,7.638360,0
2023-04-17,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-04-18,8.570000,8.570000,8.570000,8.570000,7.638360,0
2023-04-19,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-04-20,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-04-21,8.550000,8.550000,8.550000,8.550000,7.620533,0
2023-04-24,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-04-25,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-04-26,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-04-27,8.540000,8.540000,8.540000,8.540000,7.611621,0
2023-04-28,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-05-01,null,null,null,null,null,null
2023-05-02,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-05-03,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-05-04,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-05-05,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-05-08,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-05-09,null,null,null,null,null,null
2023-05-10,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-05-11,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-05-12,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-05-15,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-05-16,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-05-17,8.460000,8.460000,8.460000,8.460000,7.540318,0
2023-05-18,null,null,null,null,null,null
2023-05-19,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-05-23,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-05-24,8.390000,8.390000,8.390000,8.390000,7.477928,0
2023-05-25,8.380000,8.380000,8.380000,8.380000,7.469015,0
2023-05-26,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-05-29,null,null,null,null,null,null
2023-05-30,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-05-31,8.360000,8.360000,8.360000,8.360000,7.451189,0
2023-06-01,8.410000,8.410000,8.410000,8.410000,7.495754,0
2023-06-02,8.450000,8.450000,8.450000,8.450000,7.531405,0
2023-06-05,8.460000,8.460000,8.460000,8.460000,7.540318,0
2023-06-06,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-06-07,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-06-08,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-06-09,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-06-12,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-06-13,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-06-14,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-06-15,8.560000,8.560000,8.560000,8.560000,7.629449,0
2023-06-16,8.550000,8.550000,8.550000,8.550000,7.620533,0
2023-06-19,null,null,null,null,null,null
2023-06-20,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-06-21,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-06-22,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-06-23,null,null,null,null,null,null
2023-06-26,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-06-27,8.510000,8.510000,8.510000,8.510000,7.584884,0
2023-06-28,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-06-29,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-06-30,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-07-04,null,null,null,null,null,null
2023-07-05,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-07-06,8.400000,8.400000,8.400000,8.400000,7.486841,0
2023-07-07,8.400000,8.400000,8.400000,8.400000,7.486841,0
2023-07-10,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-07-11,8.460000,8.460000,8.460000,8.460000,7.540318,0
2023-07-12,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-07-13,8.590000,8.590000,8.590000,8.590000,7.656187,0
2023-07-14,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-07-17,8.600000,8.600000,8.600000,8.600000,7.665099,0
2023-07-18,8.630000,8.630000,8.630000,8.630000,7.691838,0
2023-07-19,8.650000,8.650000,8.650000,8.650000,7.709662,0
2023-07-20,8.610000,8.610000,8.610000,8.610000,7.674012,0
2023-07-21,8.620000,8.620000,8.620000,8.620000,7.682925,0
2023-07-24,8.630000,8.630000,8.630000,8.630000,7.691838,0
2023-07-25,8.630000,8.630000,8.630000,8.630000,7.691838,0
2023-07-26,8.640000,8.640000,8.640000,8.640000,7.700751,0
2023-07-27,8.620000,8.620000,8.620000,8.620000,7.682925,0
2023-07-28,8.660000,8.660000,8.660000,8.660000,7.718575,0
2023-07-31,8.610000,8.610000,8.610000,8.610000,7.674012,0
2023-08-01,8.580000,8.580000,8.580000,8.580000,7.647274,0
2023-08-02,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-08-03,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-08-04,8.500000,8.500000,8.500000,8.500000,7.575971,0
2023-08-08,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-08-09,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-08-10,8.530000,8.530000,8.530000,8.530000,7.602710,0
2023-08-11,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-08-14,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-08-15,null,null,null,null,null,null
2023-08-16,8.410000,8.410000,8.410000,8.410000,7.495754,0
2023-08-17,8.360000,8.360000,8.360000,8.360000,7.451189,0
2023-08-18,8.370000,8.370000,8.370000,8.370000,7.460101,0
2023-08-21,8.370000,8.370000,8.370000,8.370000,7.460101,0
2023-08-22,8.370000,8.370000,8.370000,8.370000,7.460101,0
2023-08-23,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-08-24,8.400000,8.400000,8.400000,8.400000,7.486841,0
2023-08-25,8.410000,8.410000,8.410000,8.410000,7.495754,0
2023-08-28,8.450000,8.450000,8.450000,8.450000,7.531405,0
2023-08-29,8.520000,8.520000,8.520000,8.520000,7.593795,0
2023-08-30,8.540000,8.540000,8.540000,8.540000,7.611621,0
2023-08-31,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-09-01,8.490000,8.490000,8.490000,8.490000,7.567057,0
2023-09-05,8.450000,8.450000,8.450000,8.450000,7.531405,0
2023-09-06,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-09-07,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-09-08,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-09-11,8.470000,8.470000,8.470000,8.470000,7.549232,0
2023-09-12,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-09-13,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-09-14,8.480000,8.480000,8.480000,8.480000,7.558144,0
2023-09-15,8.450000,8.450000,8.450000,8.450000,7.531405,0
2023-09-18,8.440000,8.440000,8.440000,8.440000,7.522495,0
2023-09-19,8.430000,8.430000,8.430000,8.430000,7.513579,0
2023-09-20,8.420000,8.420000,8.420000,8.420000,7.504666,0
2023-09-21,8.340000,8.340000,8.340000,8.340000,7.433363,0
2023-09-22,8.340000,8.340000,8.340000,8.340000,7.433363,0
2023-09-25,8.330000,8.330000,8.330000,8.330000,7.424451,0
2023-09-26,8.280000,8.280000,8.280000,8.280000,7.379887,0
2023-09-27,8.270000,8.270000,8.270000,8.270000,7.370975,0
2023-09-28,8.280000,8.280000,8.280000,8.280000,7.379887,0
2023-09-29,8.220000,8.220000,8.220000,8.220000,7.382580,0
2023-10-02,8.190000,8.190000,8.190000,8.190000,7.355637,0
2023-10-03,8.100000,8.100000,8.100000,8.100000,7.274805,0
2023-10-04,null,null,null,null,null,null
2023-10-05,8.140000,8.140000,8.140000,8.140000,7.310730,0
2023-10-06,8.170000,8.170000,8.170000,8.170000,7.337675,0
2023-10-10,8.260000,8.260000,8.260000,8.260000,7.418506,0
2023-10-11,8.290000,8.290000,8.290000,8.290000,7.445449,0
2023-10-12,8.250000,8.250000,8.250000,8.250000,7.409524,0
2023-10-13,8.240000,8.240000,8.240000,8.240000,7.400543,0
2023-10-16,8.250000,8.250000,8.250000,8.250000,7.409524,0
2023-10-17,8.220000,8.220000,8.220000,8.220000,7.382580,0
2023-10-18,8.160000,8.160000,8.160000,8.160000,7.328693,0
2023-10-19,8.120000,8.120000,8.120000,8.120000,7.292768,0
2023-10-20,8.080000,8.080000,8.080000,8.080000,7.256844,0
2023-10-23,8.090000,8.090000,8.090000,8.090000,7.265824,0
2023-10-24,8.130000,8.130000,8.130000,8.130000,7.301750,0
2023-10-25,8.070000,8.070000,8.070000,8.070000,7.247862,0
2023-10-26,8.060000,8.060000,8.060000,8.060000,7.238882,0
2023-10-27,8.050000,8.050000,8.050000,8.050000,7.229900,0
2023-10-30,8.080000,8.080000,8.080000,8.080000,7.256844,0
2023-10-31,8.040000,8.040000,8.040000,8.040000,7.277662,0
2023-11-01,null,null,null,null,null,null
2023-11-02,8.200000,8.200000,8.200000,8.200000,7.422491,0
2023-11-03,8.270000,8.270000,8.270000,8.270000,7.485854,0
2023-11-06,8.260000,8.260000,8.260000,8.260000,7.476803,0
2023-11-07,8.270000,8.270000,8.270000,8.270000,7.485854,0
